Description	NSLA_1001	NSLA_1003	NSLA_1005	NSLA_1006	NSLA_1009	NSLA_1010	NSLA_1011	NSLA_1012	NSLA_1013	NSLA_136	NSLA_138	NSLA_139	NSLA_14	NSLA_168	NSLA_179	NSLA_187	NSLA_2_116	NSLA_2_118	NSLA_2_171	NSLA_2_184	NSLA_2_19	NSLA_2_220	NSLA_2_221	NSLA_2_24	NSLA_2_252	NSLA_2_265	NSLA_2_266	NSLA_2_273	NSLA_2_275	NSLA_2_30	NSLA_2_350	NSLA_2_363	NSLA_2_369	NSLA_2_379	NSLA_2_407	NSLA_2_41	NSLA_2_411	NSLA_2_5	NSLA_2_8	NSLA_2_97	NSLA_20	NSLA_216	NSLA_235	NSLA_239	NSLA_259	NSLA_271	NSLA_291	NSLA_300	NSLA_310	NSLA_311	NSLA_312	NSLA_350	NSLA_356	NSLA_379	NSLA_380	NSLA_407	NSLA_421	NSLA_429	NSLA_460	NSLA_464	NSLA_469	NSLA_479	NSLA_483	NSLA_490	NSLA_50	NSLA_519	NSLA_535	NSLA_541	NSLA_542	NSLA_563	NSLA_571	NSLA_585	NSLA_589	NSLA_6	NSLA_61	NSLA_611	NSLA_616	NSLA_632	NSLA_649	NSLA_653	NSLA_657	NSLA_66	NSLA_663	NSLA_665	NSLA_667	NSLA_672	NSLA_675	NSLA_677	NSLA_679	NSLA_693	NSLA_696	NSLA_698	NSLA_699	NSLA_72
ACACA:S23-p	-0.318569	-0.0395587	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-1.17312	0.117026001	0.328105	0.903655	0.12980398	-0.005097228	-0.183322629	-0.381792	-1.76653	0.354405	0	0	0.864383	0.357661	2.14733	-0.109974983	-0.214688	0.381865	0.104204435	0.090730211	-1.36189	-0.313636	0.0528964	1.11969	1.5891	-0.778149	-0.150005	-0.0996655	-1.1147	0.182858	0.997658	1.19799	-0.863842	0.216195614	-1.96549	0.059226215	-0.08782391	0.086385657	0.042809469	0.230658099	-0.426240137	0.120684366	0.089735583	0.055701094	2.56769	-0.03925325	0.042738634	-0.73968	0.160172	-0.235597798	-0.481499	-0.063685469	0.201647	-0.096115796	0.197024719	0.050274196	0.013194124	-0.174235754	-1.39956	1.70824	0.030285575	-0.226844096	-0.071522829	0.024378264	-0.11132429	1.28297	-0.260217606	0	0.471408	0.074745	-0.117886842	0.26957	0.069908096	0.109245115	0.123801	0.063418735	0.852304	-0.0175259	0.500544	-0.104171175	0.205130311	0.484269	-1.99396	0.430058	0.226184925
ACAP2:S521-p	-0.727996	0.867492	0.887097	-0.550891	0.4260272	-0.0384592	-0.7755348	-0.3019866	0.65292328	-1.08334	1.54682	-0.935788	-0.386964	2.15386	0.633053	-0.229239	0	0.472549	0.473837	0.892657	-1.26715	0.684706	-0.097146	-0.0824051	0	-0.212816	0.570428	1.25829	0.587667	0.104374	0	-0.369463	-1.98596	-1.05935	1.9495	2.10177	0.206956	0.493195	0.576072	-0.306951	-0.326576	-0.924855	0	0.858165	-0.655926	-0.95209	-0.686313	1.5431	0.531673	-2.4971	-0.142109	1.49607	-0.298508	-1.59208	0.790058	-0.404888	0.529792	0.199699	-0.930994	-0.172948	0.0980462	0	0	0	0.636758	0.735468	0.169271	-1.61894	-0.0849707	-0.7936	0	-0.758451	0.727467	-0.473857	-1.80499	1.19535	-1.70748	-2.43436	-0.460119	0	0.791862	0.988636	1.16877	-0.679277	0.530357	-0.38793	0.634417	-0.462431	-0.392993	-0.852497	0	1.03827	-0.565031	0.0738882
ACIN1:S710-p	0.0655609	0.97394	-1.85685	0.896293	-1.33563	-0.595554	-0.425483	0.0958329	0.176284	-1.38595	0.142657	1.05325	0.559373	-1.97053	-1.26277	-0.344356	0.735345	0.500819	0.734449	0.22303	1.67293	0	0.124311	0.764392	-0.735762	0	-1.1832	0.161808	-0.607547	0.491343	-0.714866	-0.0752332	0.831371	-2.25403	-0.0522866	0.0687383	-1.79951	-1.33673	-0.158409	-1.00196	-1.02164	0.567151	2.36089	0	1.51242	0	-0.330242	-0.194729	1.28593	1.22436	0.593732	0.572885	0.35001	-2.35801	-0.797873	-0.42635	0.309907	0.344199	-0.463873	0.920608	0	0	-0.364322	1.06389	0	0	-0.350917	-2.00317	-1.08692	2.07452	-0.72476	0.494158	0	-1.00051	-2.15007	-1.22236	-1.60736	-1.38244	-1.37061	-0.289382	0.690761	0.222264	-0.258226	0.603893	1.39548	-0.0180927	0	0.307938	0.940161	-0.384882	0.285222	0.86542	-0.27487	0.46446
ACIN1:S1004-p	-0.224595	1.19728	1.77075	0.11826	1.31215	1.15684	-0.0404238	-0.358341	0	-0.818617	1.32389	1.90044	0.351086	0.345323	0.28079	-0.813712	-0.552555	1.7049	0.421155	1.11862	1.19466	-0.334251	0.79217	0.852814	-1.79437	-1.27412	0.469303	-0.545235	-0.260447	0.937144	-1.03603	-0.652375	0	-0.194178	-1.20819	0.409982	0.732979	-0.826766	0.706979	1.17843	0.25554	-0.0272929	0.800645	0.467029	0.369195	-1.15788	0.541696	0	2.27841	0.0727283	0.461355	0.489089	0.896667	0	-0.171277	0.240413	0.0512977	-0.636831	-1.20194	-0.560155	-0.422794	0.496875	-0.261013	1.18867	0	0.358561	-0.847895	-1.77311	-0.992953	0.342905	-2.03987	-0.197672	2.16234	-0.758163	-1.90354	1.15827	0.0970579	2.167	-0.638834	-1.05303	0.462377	-0.39077	-0.448336	-0.847283	0.580301	-0.227593	1.05207	-0.897943	-1.58239	0.207626	0	0	0.0847305	0
ACIN1:S825-p	0.352693	0.423599	-0.397818	1.34837	0.173467	-0.315183	-0.416458	-0.23643	0	0.500595	0	0.925806	1.73263	-0.823075	0.0574415	-1.76571	0.495766	-1.55754	1.89305	0	-0.0932992	0.640531	0.353008	2.21008	-0.348268	-0.837376	-0.763243	-0.182061	0.137875	-0.0101188	0	0	1.31384	-0.400691	0.0367483	0.297313	0	-1.68812	-0.451607	1.48991	-1.33779	0.144874	1.17891	-1.21096	1.10335	0.304257	-0.494108	-1.55856	-1.61871	1.84979	0.873266	-1.793899	1.0471	0.267788	0.789588	-0.618908	0.0608421	-0.172438	0	0	-0.208106	-0.830869	0.0163411	-0.128493	-1.33277	-0.952413	-1.45083	-1.16763	0	0.278192	-0.895598	0	0.26170214	-1.14973	-0.476456	-2.12022	-0.662044	-1.77468	-0.9255	0.989835	1.45274	-0.30217	-0.889148	0.706276	0.1548688	1.19353	0.930874	2.28176	0	1.37869	0.52354	0.352194	-0.0345484	0
ACIN1:S729-p	0.933666	1.11084	1.67474	-0.177349	-0.692386	-0.1178	0.863352	0.188239	0	-1.36048	1.31316	0.517169	0.861913	0.152597	0.33676	-0.31519	0.0102029	0.165077	0.0470771	0.419936	1.9636	-0.72268	0.723272	1.44802	-1.0298	0.252517	-1.28563	0.351012	-0.250356	0	-0.602047	-0.997675	0	-1.09256	-0.694039	-0.219129	0	-0.402129	0.834611	-0.239295	-0.0815498	0.103685	1.28082	-0.537417	1.00759	-0.828021	0	0	0.828821	0	0.946735	0.11503	1.19283	-0.866201	-0.251831	0	0.679841	1.60756	-1.82445	-0.377743	1.44322	2.05715	-0.965801	0.730205	0.0994031	0.788076	-0.670337	-0.326671	-1.68111	0.992553	-1.1505	-0.223245	1.32314	-0.643939	-2.14473	-0.36061	0	1.44077	-0.151585	-1.36982	1.11968	-0.425379	-0.0610323	0.621166	0.821029	-0.381686	1.48059	0	-1.05523	0	0	1.00309	-0.384441	0.346773
ACIN1:S216-p	1.65275	0.649375	1.17863	0	0.523485	-1.49827	-0.677147	0.403615	-0.441776	-1.46214	1.43588	-0.33868	0.186342	-2.28012	-0.0286189	-0.360244	-1.27998	0.587034	-0.475701	0.11365	0.213994	-1.13029	0.186427	0.527177	-1.26649	0.532155	0	0.256617	0.528548	-0.054733	-2.02805	0	0	-1.90894	-0.952758	0.732266	-0.922419	-0.0812251	0.199657	-0.258069	-0.30944	0	1.57741	0.0230099	0.637392	-0.999027	0.725428	0.4456	1.14995	-0.68081	0.385033	0.844363	-0.0537939	0.25012	-0.619953	0.584787	0.357652	1.36769	-1.94882	-0.193918	-0.310776	1.2909	-1.06268	1.36867	0	0	-0.840076	-0.599118	-2.07943	0.698421	-1.54091	-0.320717	1.1214	0.25218	-0.833777	-1.32299	0.749627	2.18758	-1.16096	-1.31104	-0.35553	0	-0.552743	0.216549	0.773526	0	0.995259	-1.45875	-1.19577	0.331234	0.325223	0.351533	0	2.02506
ACIN1:S863-p	-0.74058	1.33416	-0.384489	1.3099	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	1.07128	0.117026001	0	1.15208	-1.95138	-0.005097228	-0.183322629	0.78338	-1.04289	1.0069	-1.06139	0	0.353764	-0.0790288	2.43673	-0.103256	0.0410856	-0.0555111	0	0	0.283067	-0.0733928	-1.23322	2.34786	-1.08406	0.385877	0.487064	-0.581549	-0.315879	0.125483	-1.12402	-1.08343	-0.043455221	0.216195614	-1.60808	0.684918	-0.08782391	-1.92919	0.042809469	-1.50996	0.681882	0.120684366	-0.521015	-1.60925	-1.66709	0.304837	-1.11053	0.588903	-0.155352	0.327513	0.901298	0.907563	0	0	-0.125268	0.050274196	-0.68731	-0.899951	-0.18806812	-0.669753	0.030285575	-1.82807	-0.071522829	-0.415583	-1.18564	-0.491483069	-1.74937	0.0321442	-1.60423	-0.192087074	-0.117886842	1.60188	0.069908096	0.109245115	0.12487259	1.39963	0.672967	-0.0751455	0.035430144	0.636591	0.205130311	0	0.003342637	-0.014067928	0.917395
ACIN1:S240-p	-1.3477	0.245488	0	1.47012	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0.0961327	-1.60721	-1.47679	-0.60797	-2.52741	0.806766	0.125264	0.259944	0	-2.21326	0.643835	1.19678	-1.1771	-0.949546	0.564595	-0.624752	0	-0.383855	-0.611065	0.0194237	0.771799	0.729846	0.173808	1.43445	-1.30234	0.248459	-0.711389	0.22002	-1.02121	-0.798798	-1.3712	-0.207304571	1.24313	-1.098	0.0768553	0.771291	0.542146	-0.0834153	-1.54192	-1.00224	1.86791	-0.934157	-0.213556	-0.150917	-1.23437	-0.03925325	0.042738634	0.58062	0.157969893	-0.140817	-0.10820499	-0.404305	0	0	-0.0150501	1.31765	1.47868	1.08338	0	1.11048	-0.230188	-0.226844096	-1.74584	-0.387235	-0.11392	-0.0377967	-0.260217606	-0.049251438	0.027756863	0.301412	-0.647454	0.0991023	0.0243747	0.77142	0.479143	-0.365557	0.393656	0.23044097	-0.139834	-0.104171175	0	0.0933708	0.951199	0.808234	1.32655
ACIN1:S561-p	0.19642327	0.152148362	0.518621	-1.60309	-0.481626	0	0.165539	0.0228762	-1.03007	0.032912271	0.117026001	-0.444917	0.867337	1.69976	-0.005097228	-0.183322629	0.405319	-0.010558132	1.78057	-0.269224	-0.03526551	-0.205973582	-0.0185314	1.04945	0	0	-0.768795	-0.232183	0.135481	0.150792	0.048861219	0.148206	0.084581591	-0.79824	2.45358	0.591932	-0.137139386	0.10870514	0.238031446	-0.140958279	-0.207304571	-0.043455221	0.216195614	0	1.12042	-0.08782391	-0.521726	0.042809469	-1.67493	1.3134	0.120684366	-0.0310479	-0.939436	-1.95251	0.101234	0.0622413	-0.854578	0.157969893	-0.4236	-0.10820499	0.506174	0.063723729	-0.187253	1.70875	-1.50157	1.80791	0	0	-2.2605	0	-1.76815	-1.18365	0.429716	-1.12489	-0.491483069	1.43331	-2.04404	0.027756863	-0.192087074	0.530089	1.12286	0.069908096	-0.76913	-0.868048	1.24446	-0.299364	0.490025	0.76678	-0.8869	1.1974	0.935899	2.09446	0.947992	-1.00679
ACIN1:S243-p	-0.475053	0.167919	0.355828	-0.00338819	-1.0436	0.795439	1.31034	0.230724	-2.04718	-0.779591	-1.11623	-0.045475977	0.811394	0.12980398	0.494265	0.693906	0.150113325	0.133311	0.355174	0	0	1.73708	-1.11522	-0.043253241	0	0.020395053	0.166430724	0.918458	0.267741	-0.723524	-0.166088	1.10299	-1.3672	-1.70705	0.80167	0.043925172	0.319094	0.26246	1.07127	1.59981	0.156636	-0.438737	0.0881838	0.050214001	-0.220167	-0.564945	0.708252	2.07305	0.759747	-2.66034	-1.15045	0.689504	-0.0743433	-1.04178	-0.03925325	0.042738634	0.285722855	1.89598	-1.58176	1.3159	-0.0997991	-1.10186	0	0	-0.699785	-0.529154	-0.356571	0.758456	-0.107319121	-0.254886	-0.226844096	0	1.57096	0.17955	0.193066	-0.260217606	-0.049251438	-0.00594346	-0.852849	-0.493346	0.209637	-0.283236	-0.657932	-0.656622	-1.65001	-0.16875775	0.23044097	-0.996826	-0.104171175	0.909382	-0.044972689	1.60083	0	0.822538
ACIN1:S838-p	1.67592	0.531798	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0	0.117026001	1.32303	0.202911	0.12980398	-0.005097228	-0.183322629	-1.3001	0.0361172	1.78847	0	-0.838917	1.2991	0.280208	1.27349	-0.109974983	1.33453	0	-0.153528	0.090730211	0.837883	-0.293996	0.701397	1.45475	0.490537	1.09736	1.06499	-1.26033	-0.415765	-1.77571	-0.485936	-1.56606	-0.39906	0.216195614	0.050214001	-0.73716	-0.08782391	0.603339	0.042809469	-1.24123	-0.426240137	0.120684366	-0.917109	0.055701094	-0.605797	-0.03925325	0.042738634	0.285722855	1.34595	-1.44062	-0.246302	-0.063685469	0.837913	0.161127	0.153762	0.842522	0	-1.32809	-1.451	-0.0546223	-0.0485195	-0.226844096	0.0539626	2.05692	-0.11132429	0.293895	-0.260217606	-0.049251438	0.785581	0	-0.492667	-1.03475	0.069908096	0.62804	-0.232416	1.40607	-0.16875775	0.23044097	1.62089	-0.104171175	0	-0.044972689	0.0468707	-0.0756474	0.226184925
ACIN1:S490-p	0.19642327	0.152148362	0.633536	-1.58518	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-0.175694	0.117026001	-0.453726	1.346	-1.50167	-0.005097228	-0.183322629	-1.42134	0	-0.538337	-0.590897	1.00511	-0.519533	-0.278174	1.26244	-0.333959	0.807258	0.491413	1.26895	-0.0644917	-0.476271	-0.525166	0	2.01335	-0.498008	0.773032	0.0827317	-0.137139386	1.1674	0.958845	-0.140958279	-0.207304571	-0.043455221	0.216195614	-0.0959811	0.059226215	-0.08782391	0.086385657	0.042809469	0.230658099	1.36008	0.120684366	0.188646	0.116311	0.760752	-0.03925325	0.042738634	1.12703	0.157969893	-0.235597798	-0.10820499	0	0.063723729	-0.096115796	0	1.06531	0.013194124	-0.174235754	-0.218312	-1.17491	0	-0.226844096	-0.371263	-0.158699	-1.445	-0.491483069	-0.637291	-1.26121	0.027756863	-0.192087074	-1.00027	0.507223	0.069908096	0.217807	-0.0421367	-0.668907	0	1.0603	-1.45254	-0.104171175	-0.688608	0.179927	0	-0.68503	1.00935
ACIN1:S386-p	0.985065	1.35176	1.1403	0	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-1.81503	1.00129	1.7443	0.063644588	0.0780398	0.906886	0	1.41098	0.663684	-0.0542059	0	0.0738904	-1.54099	0	-0.66004	-0.491625	-0.761885	-0.500042	-0.479608	0.0435245	0.908972	-0.543829	0.361643	-1.09796	-0.498477	0.241365	1.0727	-0.691317	0.413778	0.461089	-0.0560847	0	-0.043455221	1.44308	0	1.00901	-0.717486	-0.0310511	-0.0257918	1.66885	1.44665	-0.445255	0	-1.45818	-0.24567833	-0.03925325	0.042738634	0.0299311	1.15625	-1.5343	-1.17919	-0.0285978	1.29489	-0.696937	1.0838	0.781042	0.430756	-1.02436	-0.18806812	0	1.78323	-0.226844096	0	0.839075	-1.44252	-0.491483069	-1.51165	0.342904	1.86304	-0.192087074	-0.278524	0.287697474	0.615448	-0.743722	0.12487259	0.069338	-0.399109	0	0.035430144	-0.104171175	-0.523754	0.00655916	0.003342637	-0.014067928	0.394207
ACIN1:S388-p	0.985065	1.35176	1.1403	0	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-1.81503	1.00129	1.7443	0.063644588	0	0.906886	0	1.41098	0.663684	-0.0542059	0	0.0738904	-1.54099	0	-0.66004	-0.491625	-0.761885	-0.500042	-0.479608	0.0435245	0.908972	-0.543829	0.361643	-1.09796	-0.498477	0.241365	1.0727	-0.691317	0.413778	0.461089	-0.0560847	0	-0.043455221	1.44308	0.000851377	1.00901	-0.717486	-0.0310511	-0.0257918	1.66885	1.44665	-0.445255	0	-1.45818	-0.24567833	-0.03925325	0.042738634	0.0994452	1.15625	-1.5343	-1.17919	-0.0285978	1.29489	-0.696937	1.0838	0.335607	0.430756	-1.02436	-0.18806812	0	1.20037	-0.226844096	0	0.839075	-1.44252	-0.491483069	-1.51165	0.342904	1.86304	-0.192087074	-0.954921	0.287697474	0.615448	-1.09423	0.12487259	0.069338	-0.303063	0	0.035430144	-0.104171175	-1.0982	0.0928708	0.003342637	-0.014067928	0.394207
ACIN1:S295-p	0.19642327	0.152148362	0.200016699	-0.009362227	-1.34805	0.744528	0	1.18745	0.176113	0.811271	-1.90054	-0.0185146	-1.43206	0.12980398	-0.678581	0	0.465626	-0.590101	0.166139	0	-2.61061	0.215269	-0.131911	1.07895	-0.109974983	1.30451	-0.299822	0.0802042	0.090730211	0.192861	0	0	0.17762	-1.58396	-1.28684	0.704067	-0.137139386	0.065753	-0.280538	-0.140958279	-0.207304571	-0.043455221	1.40629	0.050214001	-0.119124	0.788008	0.317767	0.660967	0.946266	-0.426240137	0.351208	0.589154	0.055701094	-2.17266	-0.03925325	0.042738634	0.285722855	0.157969893	-1.85523	-0.10820499	-0.063685469	0.063723729	0.15078	0	0.050274196	0.235955	-1.8121	-0.18806812	-1.83187	0.030285575	-0.226844096	-0.071522829	0.6898	-0.11132429	-0.491483069	-0.105175	-2.42701	0.027756863	-0.192087074	-0.117886842	0	-0.842867	0.109245115	0.12487259	0.243344	-0.16875775	0.112465	0.035430144	-0.104171175	0.205130311	-0.044972689	0.003342637	-0.014067928	0.226184925
ACLY:S455-p	0	0.889595	0.200016699	-0.009362227	0.827722	-0.660883	1.69909	0	-0.844526	0.668548	0.680638	0.713042	0.527584	-0.444879	-1.63997	-1.37143	0.375936	-1.52188	-0.466222	0.131963	-1.83234	0.210514	-0.0589886	0	-0.109974983	-0.0144998	-0.170397	-0.994474	0.090730211	0.403545	0	0.0744783	0.419311	0.0404208	0.469574	0.482579	-0.36344	-0.121269	1.28106	1.06417	-0.207304571	-0.732598	-0.222105	-1.70852	-1.0321	0.19431	0.219998	-1.60954	-0.239537	-0.426240137	0.423134	-1.45351	0.055701094	-0.136938	-0.903789	0.600777	0	0.157969893	2.25477	-0.10820499	-0.063685469	-0.275501	0	-1.29412	-0.0238781	-0.243213	1.19869	-1.3366	2.52831	2.15653	0	-0.836766	0.172359	-0.11132429	-0.563072	-0.251689	0.623607	0.027756863	0	0	2.09288	0	-0.116946	1.65338	1.02955	0.189487	0	0.896401	-2.00114	0.989916	0.457729	0.0101558	0	0.226184925
ACLY:S481-p	-1.63958	-1.42889	-0.64648	-0.767082	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-0.558997	1.78438	-1.9986	-0.420842	-0.780165	-1.43439	1.07741	-1.91631	-1.70046	-0.15875	0.199224405	-1.74955	-0.581889	1.03758	-0.299652	-1.17245	0.0174449	-0.17882	0.627915	0.660287	-0.47079	0	-0.358196	0.0243969	0	-0.112916196	0.0208056	0.684498	0.163718	0.540793	1.08644	-0.207304571	-0.930495	-0.444144	1.92293	-1.76149	-0.501881	0.426601	0.155182	1.27215	0	0	0.871876	0.364531	-1.75797	-0.03925325	0.042738634	1.06951	0.157969893	0.393969	-0.10820499	-2.13304	0.254327	0	0.925401	0	-0.540098	0.675753	1.58474	0	2.38446	-0.226844096	0.572012	-0.401021	0.476567	-0.54472	-0.69452	0	0.027756863	1.26218	-0.288713	-0.15801	-0.258545	-0.616134	1.52635	0.889789	-0.452412	0.257995	-0.768391	-0.104171175	0.876424	-0.658063	-0.310411	-0.279179	0.522656
ACLY:S457-p	0.19642327	0.152148362	0.200016699	-0.009362227	0.0353781	0	0.606093	0.0869671	-0.463745	0.032912271	0.831755	-0.273481	0.063644588	-0.716508	-0.923795	-0.252696	0	-0.010558132	0.071027592	0.763055	-0.03526551	-0.205973582	-0.0185314	0.197038	-0.109974983	-0.875654	0.179754	0.104204435	0.090730211	0.090834589	0.048861219	-0.130959675	0.084581591	-0.356090301	0.647327	0.327416	-0.137139386	0.10870514	0.238031446	-0.140958279	0.269439	-1.0864	0	-0.861217	-0.915061	-0.0326195	0	-2.12577	-1.39391	-0.426240137	0.968875	-0.758391	0.055701094	-0.24567833	-0.03925325	0.042738634	0.131557	-0.30568	1.73875	-1.41349	-0.063685469	0.063723729	-0.132512	-0.530445	-1.07794	0.0762333	1.44239	-0.740186	2.3676	1.77624	-0.226844096	0	0.0987382	-0.11132429	-0.476232	-0.260217606	-0.049251438	0	0	-0.0773321	0.287697474	0.945317	-0.805867	2.17821	1.18107	0	0.23044097	0.431199	-0.104171175	0.740031	0.0717779	1.54919	0	0.226184925
ACSS2:S30-p	0	0.230487	-1.5235	0.322753	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-1.86277	0.117026001	-0.370606	0.530983	-0.696034	-0.005097228	-0.183322629	-0.270906	0.347102	0.071027592	0	0	-0.748435	0.901495	1.74856	-0.347614	0.62472	1.66456	0.104204435	0	0.090834589	-0.309538	-0.130959675	1.16173	-0.356090301	-0.655179	-0.360531	-0.0590587	1.24386	-0.210058	-0.73798	-0.394761	0	0.216195614	0.662243	0.151918	-0.08782391	0	0.042809469	-0.0103858	2.19567	0.120684366	-0.312407	0.0514143	2.43366	0	0.154233	0.348993	-0.51746	1.46403	2.23046	-0.390057	2.39061	-0.647417	-0.351313	0.705417	-1.11123	-1.91396	-0.18806812	0	-0.615576	0.61146	0.309472	0.535125	0.620871	-0.405662	-0.260217606	-0.049251438	1.21605	0.465514	-1.16014	0.0129716	0.069908096	0.0447244	0.12487259	1.00677	-1.02774	0.23044097	0.035430144	-1.99597	-0.972513	-0.961613	0.003342637	-0.014067928	-0.304494
ACTB:S239-p	0.922739	1.48109	-1.01472	1.80127	1.36029	-0.808606	0.346309	-0.659816	-0.172959	0.406604	-0.809539	-1.09293	-0.0292559	-0.105846	-0.162184	0.474342	-1.64465	0.366598	-0.0159695	0	-1.38357	-1.92426	0	0.556228	-0.0830978	1.0148	0	1.41509	0	-0.101241	0.0736527	0.756748	-0.706297	-1.73651	0.246278	0.296946	-0.00820802	1.08801	-0.628654	-0.550823	-1.64491	1.54081	0	-0.28097	0.204523	0.545039	-0.35498	0.343217	1.59903	-0.865719	-2.43033	1.00438	-0.491062	-1.61421	0.44254	0	-0.276946	-1.39191	0	1.25442	1.47509	0	-0.0935826	1.25064	2.04298	1.07988	0.423565	1.86849	-0.710086	-0.0168224	-0.897495	0	0.397069	0.105657	0.612544	1.24308	-1.65922	-1.03762	-0.669814	-0.274065	0	-0.826143	0.20808	1.31353	-1.25917	-0.166735	-0.0334587	0.699052	0.182477	-0.220971	0	-0.399734	-0.810254	0.735668
ACTB:S323-p	-1.26166	-0.106289	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	1.44011	-0.0616079	-0.045475977	-0.986209	-0.240355	1.37296	-0.393325	0.150113325	-1.40885	-0.533286	0.714267	-0.868178	0	0.120193	-0.043253241	-0.109974983	0.020395053	0.166430724	-1.0041	0.090730211	-0.0111578	-1.2522	-2.13653	-0.774438	0	1.36526	0.043925172	0.873001	0.308261	0.954076	0.366406	-0.358087	0.488239	0	0.459396	0.059226215	0.969967	0.086385657	1.45495	0.230658099	-0.426240137	0.558851	0.890285	0.055701094	-0.126905	0	-0.140204	0.0131414	1.86151	-0.235597798	0.830941	-0.063685469	0	-0.096115796	1.08117	0.050274196	0.013194124	-0.174235754	1.67603	-0.107319121	0.030285575	1.69366	-0.071522829	-1.96309	-0.11132429	0	-0.260217606	-0.049251438	0.014056	0.767962	-0.117886842	0.166583	-0.419235	0.109245115	1.57084	-0.931653	-1.47204	0.23044097	-1.32079	0.00158607	0.205130311	-0.417842	-0.217362	-0.641494	0.226184925
ACTB:S60-p	-0.276041	0	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0.72042	0.117026001	-0.045475977	-1.16075	0.12980398	-0.005097228	-0.183322629	0.150113325	-1.14809	-0.865092	-1.28222	-0.864284	-0.200037	1.36008	-0.043253241	-0.109974983	0.020395053	0.166430724	0.5312	0.090730211	-0.811874	0	0.0414627	-0.302422	-1.21368	-0.338868	0.043925172	1.58152	1.2639	1.35541	-0.0634269	-1.94119	-0.043455221	0.216195614	0.050214001	-0.600269	-0.08782391	0.950359	0.042809469	1.33556	-0.426240137	0.120684366	0.541048	0.055701094	-1.86534	0.466679	0.465558	0.285722855	0.0764102	0	0.855894	-0.063685469	0.986014	-0.345493	0.124619	1.76608	1.59283	-1.38942	-0.18806812	-0.107319121	-0.382783	1.65859	0.0459323	0.266056	-0.11132429	-0.491483069	2.27598	-0.400161	1.11575	-0.192087074	0	-0.745442	0.069908096	-1.56976	0.12487259	-1.22883	-0.16875775	0.672972	0.035430144	0	-0.981574	-0.044972689	0.003342637	-0.014067928	0.226184925
ACTB:S33-p	-0.10878	0.0588286	0.0329223	0.20035	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0.474216	0.117026001	0.527328	0.063644588	0.124384	-0.005097228	-0.183322629	-2.15123	-0.799132	0.071027592	0.199224405	-1.52811	0.518032	1.8053	-0.0713244	-0.917558	-0.130827	0.385979	0.104204435	0.674216	0.090834589	-0.891261	-0.130959675	-0.473209	-0.356090301	-0.112916196	-1.37574	0.777731	0	0.505627	1.02441	-0.461903	-0.0414429	0.216195614	-1.07819	0.059226215	-0.08782391	0.086385657	0.042809469	0.230658099	0.741928	0.120684366	-0.186429	-1.97384	-0.24567833	1.02255	1.44741	-0.559154	0.524696	-0.235597798	0	0	-0.197075	-0.096115796	1.88397	-0.84816	0.013194124	-0.174235754	-2.11901	0.748395	1.30979	-0.766228	0.075971	0.702132	-0.918215	-2.38882	-0.260217606	-0.049251438	-1.09016	-0.590208	-0.907315	0.287697474	0.069908096	-1.83706	-0.840099	0	-0.529902	0.23044097	0	-0.948599	0.0782271	0	1.10089	0.57352	-1.17161
ACTB:T324-p	-1.2224	0	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	1.44011	0.737162	-0.272741	0.063644588	1.15865	1.36716	-0.68466	-0.478554	-1.40885	0	0.199224405	-0.868178	0	0.120193	-0.363195	-0.109974983	0.710225	1.50834	-0.0661191	0.090730211	0.573917	-1.2522	-2.23326	-0.774438	-0.0661845	-0.112916196	0	0.930002	0.308261	0.954076	1.18693	-0.207304571	-0.043455221	0	0.603226	0.059226215	1.02923	0.086385657	1.44523	0.230658099	-0.426240137	-0.162789	-2.19461	0.055701094	-0.24567833	0	-0.140204	0.0653114	0.157969893	-0.235597798	-0.10820499	-0.063685469	0.636974	-0.096115796	0.892543	-0.327443	0.013194124	-0.174235754	-1.21509	-0.193721	0.285827	1.69366	1.31136	0	-0.11132429	-0.491483069	1.95833	0.423972	0.027756863	-0.192087074	0	0.287697474	-1.27105	0.457853	0.436991	-0.437716	-0.472798	0.568618	0.153182	0.00158607	-0.665504	-0.121656	0	-1.86361	0.226184925
